出現紀錄識別碼,階層,學名,中文名,緯度,經度,採樣日期,資料主題,資料來源,引用資訊
ODB:bio:occ:56704,species,Lepidotrigla japonica,日本鱗角魚,27.8515,124.1557,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56690,species,Lepidotrigla hime,姬鱗角魚,27.8515,124.1557,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56635,species,Laeops kitaharae,北原氏左鮃,27.8515,124.1557,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56583,species,Hoplichthys langsdorfii,郎氏針鯒,27.8515,124.1557,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56573,species,Hoplichthys filamentosus,,27.8515,124.1557,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56503,species,Erisphex pottii,絨鮋,27.8515,124.1557,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56476,species,Dentex tumifrons,,27.8515,124.1557,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56364,species,Chelidoperca margaritifera,,27.8515,124.1557,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56308,species,Champsodon snyderi,斯氏鱷齒魚,27.8515,124.1557,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56206,species,Arnoglossus yamanakai,山中氏羊舌鮃,27.8515,124.1557,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56119,species,Antennarius striatus,條紋躄魚,27.8515,124.1557,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57201,species,Upeneus japonicus,日本緋鯉,28.2569,123.1996,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57144,species,Parascombrops philippinensis,菲律賓擬鯥,28.2569,123.1996,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57115,species,Saurida wanieso,鱷蛇鯔,28.2569,123.1996,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57082,species,Repomucenus virgis,處女斜棘䲗,28.2569,123.1996,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57044,species,Pseudorhombus pentophthalmus,五眼斑鮃,28.2569,123.1996,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56999,species,Psettina tosana,土佐鰜鮃,28.2569,123.1996,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56987,species,Psettina iijimae,鰜鮃,28.2569,123.1996,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56924,species,Plagiopsetta glossa,舌形斜頜鰈,28.2569,123.1996,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56865,species,Parapercis sexfasciata,六帶擬鱸,28.2569,123.1996,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56807,species,Muraenesox cinereus,灰海鰻,28.2569,123.1996,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56720,species,Lepidotrigla kishinouyi,岸上氏鱗角魚,28.2569,123.1996,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56668,species,Lepidotrigla alata,翼鱗角魚,28.2569,123.1996,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56421,species,Cynoglossus interruptus,斷線舌鰨,28.2569,123.1996,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56307,species,Champsodon snyderi,斯氏鱷齒魚,28.2569,123.1996,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56213,species,Aseraggodes kobensis,可勃櫛鱗鰨,28.2569,123.1996,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56156,species,Ostorhinchus kiensis,中線鸚天竺鯛,28.2569,123.1996,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56140,species,Jaydia carinatus,斑鰭銀口天竺鯛,28.2569,123.1996,2009-07-09,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57043,species,Pseudorhombus pentophthalmus,五眼斑鮃,28.6703,122.1495,2009-07-01,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56971,species,Psenopsis anomala,刺鯧,28.6703,122.1495,2009-07-01,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56892,species,Pennahia aneus,,28.6703,122.1495,2009-07-01,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56806,species,Muraenesox cinereus,灰海鰻,28.6703,122.1495,2009-07-01,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56420,species,Cynoglossus interruptus,斷線舌鰨,28.6703,122.1495,2009-07-01,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56344,species,Chelidonichthys kumu,,28.6703,122.1495,2009-07-01,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56232,species,Atrobucca nibe,黑䱛,28.6703,122.1495,2009-07-01,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56044,species,Acanthaphritis barbata,鬚棘吻魚,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56835,species,Odontamblyopus lacepedii,拉氏狼牙鰕虎,28.5585,122.1936,2012-07-13,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56828,species,Neobythites sivicola,黑潮新鼬魚,28.5585,122.1936,2012-07-13,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56653,species,Larimichthys polyactis,小黃魚,28.5585,122.1936,2012-07-13,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56451,species,Cynoglossus interruptus,斷線舌鰨,28.5585,122.1936,2012-07-13,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56358,species,Chelidonichthys spinosus,棘黑角魚,28.5585,122.1936,2012-07-13,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57123,species,Setipinna tenuifilis,黃鯽,26.8827,121.0036,2010-07-07,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56852,species,Parachaeturichthys polynema,多鬚擬矛尾鰕虎,26.8827,121.0036,2010-07-07,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56831,species,Nibea albiflora,黃姑魚,26.8827,121.0036,2010-07-07,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56769,species,Miichthys miiuy,鮸,26.8827,121.0036,2010-07-07,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56562,species,Harpadon nehereus,印度鐮齒魚,26.8827,121.0036,2010-07-07,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56463,species,Cynoglossus robustus,寬體舌鰨,26.8827,121.0036,2010-07-07,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56431,species,Cynoglossus interruptus,斷線舌鰨,26.8827,121.0036,2010-07-07,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56401,species,Cynoglossus arel,大鱗舌鰨,26.8827,121.0036,2010-07-07,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56076,species,Amblychaeturichthys hexanema,六絲鈍尾鰕虎,26.8827,121.0036,2010-07-07,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56974,species,Psenopsis anomala,刺鯧,31.0911,122.6969,2010-07-13,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56832,species,Odontamblyopus lacepedii,拉氏狼牙鰕虎,31.0911,122.6969,2010-07-13,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56650,species,Larimichthys polyactis,小黃魚,31.0911,122.6969,2010-07-13,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56563,species,Harpadon nehereus,印度鐮齒魚,31.0911,122.6969,2010-07-13,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56437,species,Cynoglossus interruptus,斷線舌鰨,31.0911,122.6969,2010-07-13,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56349,species,Chelidonichthys spinosus,棘黑角魚,31.0911,122.6969,2010-07-13,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56083,species,Amblychaeturichthys hexanema,六絲鈍尾鰕虎,31.0911,122.6969,2010-07-13,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57147,species,Parascombrops philippinensis,菲律賓擬鯥,29.2524,126.049,2010-04-19,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57051,species,Pseudorhombus pentophthalmus,五眼斑鮃,29.2524,126.049,2010-04-19,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57003,species,Psettina tosana,土佐鰜鮃,29.2524,126.049,2010-04-19,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56670,species,Lepidotrigla alata,翼鱗角魚,29.2524,126.049,2010-04-19,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56616,species,Laemonema nana,小瘤鱈,29.2524,126.049,2010-04-19,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56066,species,Amblychaeturichthys hexanema,六絲鈍尾鰕虎,28.6703,122.1495,2009-07-01,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57244,species,Zeus faber,日本的鯛,26.281,122.6723,2009-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57204,species,Upeneus japonicus,日本緋鯉,26.281,122.6723,2009-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57146,species,Parascombrops philippinensis,菲律賓擬鯥,26.281,122.6723,2009-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57095,species,Rhinobatos schlegelii,薛氏琵琶鱝,26.281,122.6723,2009-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57048,species,Pseudorhombus pentophthalmus,五眼斑鮃,26.281,122.6723,2009-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57002,species,Psettina tosana,土佐鰜鮃,26.281,122.6723,2009-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56839,species,Onigocia spinosa,棘鱗牛尾魚,26.281,122.6723,2009-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56804,species,Minous quincarinatus,五脊虎鮋,26.281,122.6723,2009-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56705,species,Lepidotrigla japonica,日本鱗角魚,26.281,122.6723,2009-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56505,species,Erisphex pottii,絨鮋,26.281,122.6723,2009-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56423,species,Cynoglossus interruptus,斷線舌鰨,26.281,122.6723,2009-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56383,species,Crossorhombus kobensis,高本纓鮃,26.281,122.6723,2009-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56310,species,Champsodon snyderi,斯氏鱷齒魚,26.281,122.6723,2009-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56037,species,Acanthaphritis barbata,鬚棘吻魚,26.281,122.6723,2009-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57099,species,Rhynchoconger ectenurus,黑尾突吻糯鰻,26.6034,121.762,2009-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57047,species,Pseudorhombus pentophthalmus,五眼斑鮃,26.6034,121.762,2009-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56903,species,Pennahia argentata,白姑魚,26.6034,121.762,2009-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56214,species,Aseraggodes kobensis,可勃櫛鱗鰨,26.6034,121.762,2009-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56068,species,Amblychaeturichthys hexanema,六絲鈍尾鰕虎,26.6034,121.762,2009-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57098,species,Rhynchoconger ectenurus,黑尾突吻糯鰻,26.8793,121.0662,2009-06-30,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
