出現紀錄識別碼,階層,學名,中文名,緯度,經度,採樣日期,資料主題,資料來源,引用資訊
ODB:bio:occ:56216,species,Aseraggodes kobensis,可勃櫛鱗鰨,28.2876,123.1008,2010-04-20,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56159,species,Ostorhinchus kiensis,中線鸚天竺鯛,28.2876,123.1008,2010-04-20,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56121,species,Antennarius striatus,條紋躄魚,27.8708,124.0874,2010-04-20,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56142,species,Jaydia carinatus,斑鰭銀口天竺鯛,28.2876,123.1008,2010-04-20,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56074,species,Amblychaeturichthys hexanema,六絲鈍尾鰕虎,28.2876,123.1008,2010-04-20,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56048,species,Acropoma japonicum,日本發光鯛,28.2876,123.1008,2010-04-20,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56917,species,Pennahia macrocephalus,大頭白姑魚,28.622,122.1652,2010-04-16,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56906,species,Pennahia argentata,白姑魚,28.622,122.1652,2010-04-16,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56851,species,Parachaeturichthys polynema,多鬚擬矛尾鰕虎,28.622,122.1652,2010-04-16,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56768,species,Miichthys miiuy,鮸,28.622,122.1652,2010-04-16,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56736,genus,Lepidotrigla,鱗角魚屬,28.622,122.1652,2010-04-16,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56617,species,Laemonema nana,小瘤鱈,28.622,122.1652,2010-04-16,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56599,species,Johnius grypotus,,28.622,122.1652,2010-04-16,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56560,species,Harpadon nehereus,印度鐮齒魚,28.622,122.1652,2010-04-16,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56533,species,Festucalex erythraeus,紅光尾海龍,28.622,122.1652,2010-04-16,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56509,species,Erisphex pottii,絨鮋,28.622,122.1652,2010-04-16,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56461,species,Cynoglossus robustus,寬體舌鰨,28.622,122.1652,2010-04-16,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56427,species,Cynoglossus interruptus,斷線舌鰨,28.622,122.1652,2010-04-16,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56396,species,Cynoglossus abbreviatus,短舌鰨,28.622,122.1652,2010-04-16,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56378,species,Collichthys lucidus,棘頭梅童魚,28.622,122.1652,2010-04-16,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56376,species,Coilia nasus,刀鱭,28.622,122.1652,2010-04-16,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56073,species,Amblychaeturichthys hexanema,六絲鈍尾鰕虎,28.622,122.1652,2010-04-16,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57206,species,Upeneus japonicus,日本緋鯉,26.2915,122.6523,2010-04-21,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57183,species,Triacanthodes anomalus,擬三棘魨,26.2915,122.6523,2010-04-21,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57054,species,Pseudorhombus pentophthalmus,五眼斑鮃,26.2915,122.6523,2010-04-21,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57007,species,Psettina tosana,土佐鰜鮃,26.2915,122.6523,2010-04-21,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56885,species,Parapterois heterura,異尾擬蓑鮋,26.2915,122.6523,2010-04-21,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56837,species,Okamejei acutispina,尖棘甕鰩,26.2915,122.6523,2010-04-21,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56757,species,Lophius litulon,黃鮟鱇,26.2915,122.6523,2010-04-21,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56706,species,Lepidotrigla japonica,日本鱗角魚,26.2915,122.6523,2010-04-21,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56685,species,Lepidotrigla alata,翼鱗角魚,27.8712,124.0958,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56579,species,Hoplichthys gilberti,吉氏針鯒,27.8712,124.0958,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56527,species,Erisphex pottii,絨鮋,27.8712,124.0958,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56479,species,Dentex tumifrons,,27.8712,124.0958,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56331,species,Champsodon snyderi,斯氏鱷齒魚,27.8712,124.0958,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56280,species,Coelorinchus multispinulosus,多棘腔吻鱈,27.8712,124.0958,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56256,species,Branchiostegus japonicus,日本馬頭魚,27.8712,124.0958,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56227,species,Aseraggodes kobensis,可勃櫛鱗鰨,27.8712,124.0958,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56167,species,Ostorhinchus kiensis,中線鸚天竺鯛,27.8712,124.0958,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56133,species,Antennarius striatus,條紋躄魚,27.8712,124.0958,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57252,species,Zeus faber,日本的鯛,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57235,species,Pseudaesopia japonica,日本擬鰨,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57214,species,Upeneus japonicus,日本緋鯉,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57160,species,Synodus macrops,大目狗母魚,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57131,species,Suggrundus meerdervoortii,大眼牛尾魚,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57093,species,Repomucenus virgis,處女斜棘䲗,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57016,species,Psettina tosana,土佐鰜鮃,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56957,species,Pleuronichthys cornutus,木葉鰈,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56929,species,Plagiopsetta glossa,舌形斜頜鰈,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56877,species,Parapercis sexfasciata,六帶擬鱸,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56849,species,Parabothus taiwanensis,臺灣擬鮃,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56811,species,Muraenesox cinereus,灰海鰻,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56787,species,Minous monodactylus,單指虎鮋,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56749,species,Lophiomus setigerus,黑口鮟鱇,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56729,species,Lepidotrigla kishinouyi,岸上氏鱗角魚,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56698,species,Lepidotrigla hime,姬鱗角魚,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56543,species,Gnathophis nystromi,,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56480,species,Dentex tumifrons,,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56460,species,Cynoglossus nigropinnatus,黑鰭舌鰨,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56452,species,Cynoglossus interruptus,斷線舌鰨,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56390,species,Crossorhombus kobensis,高本纓鮃,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56332,species,Champsodon snyderi,斯氏鱷齒魚,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56293,species,Carangoides equula,高體若鰺,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56286,species,Callionymus formosanus,,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56168,species,Ostorhinchus kiensis,中線鸚天竺鯛,28.2546,123.0664,2012-07-14,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56237,species,Atrobucca nibe,黑䱛,28.5585,122.1936,2012-07-13,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56095,species,Amblychaeturichthys hexanema,六絲鈍尾鰕虎,28.5585,122.1936,2012-07-13,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57224,species,Uranoscopus japonicus,日本鰧,26.5953,121.7321,2012-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:57137,species,Synagrops japonicus,日本尖牙鱸,26.5953,121.7321,2012-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
ODB:bio:occ:56966,species,Polydactylus sextarius,六指多指馬鮁,26.5953,121.7321,2012-07-12,Demersal Fish,Dr. Jen-Chieh Shiao,"Ocean Data Bank, National Science and Technology Council, Taiwan. https://doi.org/10.5281/zenodo.7512112. Accessed 04/07/2025 from https://api.odb.ntu.edu.tw/ecoapi. v1.5."
